id,text
541,"""<|id|> Menurutku sih, Macet di tol dalam kota tadi parah banget, sampai 3 jam di jalan."""
542,"""<|id|> Jujur aja Organisasi <|en|> debating club <|id|> lagi buka <|en|> volunteer <|id|> baru, kamu mau daftar?"""
543,"""<|en|> Flash sale Zalora <|id|> jam 12.00 malem ini jangan sampe ketinggalan."""
544,"""<|id|> Jujur aja <|en|> My <|id|> sepatu udah rusak, perlu beli yang baru sebelum wisuda."""
545,"""<|id|> Kita mau bikin <|en|> seminar <|id|> kolaborasi sama kampus lain."""
546,"""<|id|> Tolong kirimin <|en|> PDF <|id|> nya lewat <|en|> GitHub <|id|> ya."""
547,"""<|id|> Minggu depan aku mau <|en|> trip <|id|> ke Yogyakarta, udah <|en|> booking sim card <|id|> belum?"""
548,"""<|en|> Using GeoGebra <|id|> bikin ngerjain <|en|> discrete math <|id|> jadi jauh lebih cepat."""
549,"""<|en|> I've been doing yoga <|id|> rutin tiap pagi, badan jadi lebih <|en|> energized <|id|> kan?"""
550,"""<|id|> Sebenernya <|en|> The <|id|> mual sudah berlangsung lebih dari 2 minggu."""
551,"""<|id|> Bab 15 skripsi aku masih berantakan, <|en|> outline <|id|> nya belum <|en|> clear."""
552,"""<|id|> Sebenernya Aku beli tas tadi di <|en|> Tiktok Shop, <|id|> lagi ada <|en|> buy 1 get 1."""
553,"""<|id|> Pemandangan di Labuan Bajo itu <|en|> breathtaking <|id|> banget."""
554,"""<|id|> Jujur aja Konten <|en|> sketching <|id|> aku di sosmed lumayan dapat <|en|> engagement."""
555,"""<|id|> Sebenernya <|en|> I use Grab <|id|> tiap hari buat pesan ojek."""
556,"""<|en|> By the way, My parents still don't understand my freelancer <|id|> itu pilihan aku, sering jadi perdebatan."""
557,"""<|id|> Aku beli kamera tadi di <|en|> Tiktok Shop, <|id|> lagi ada <|en|> flash sale."""
558,"""<|en|> Fun fact: I've been pulling <|id|> 21 hari berturut-turut begadang buat skripsi."""
559,"""<|id|> Menurutku sih, <|en|> Jakarta's nightlife <|id|> di Kalibata itu keren, banyak pilihan <|en|> entertainment."""
560,"""<|id|> Kalau dipikir-pikir, Nilai UTS ku turun, kayaknya karena kurang <|en|> practice."""
561,"""<|id|> Minggu depan aku mau <|en|> backpacking <|id|> ke Yogyakarta, udah <|en|> booking sim card <|id|> belum?"""
562,"""<|en|> Fun fact: <|id|> Kamu masuk divisi kreatif atau dokumentasi di BEM?"""
563,"""<|en|> Fun fact: My calligraphy <|id|> udah berkembang jadi bisnis <|en|> side hustle <|id|> yang lumayan."""
564,"""<|en|> Fun fact: Have you tried the ramen <|id|> di Senopati? Antriannya panjang banget."""
565,"""<|id|> Atasan minta semua tim bikin <|en|> weekly update <|id|> mingguan setiap Jumat."""
566,"""<|en|> Honestly, Meeting quarterly <|id|> tadi bahas soal <|en|> product roadmap <|id|> kuartal ini."""
567,"""<|id|> Jujur aja <|en|> She committed to a reading challenge <|id|> selama 30 hari dan hasilnya keren."""
568,"""<|id|> Omong-omong, Aku lagi baca buku <|en|> Man's Search for Meaning <|id|> yang isinya soal <|en|> purpose."""
569,"""<|id|> Sebenernya Minggu depan aku mau liburan ke <|en|> Seoul, <|id|> udah <|en|> booking hotel <|id|> belum?"""
570,"""<|en|> I spent 5 hours <|id|> ngerjain soal <|en|> differential equations <|id|> tapi masih salah juga."""
571,"""<|en|> By the way, <|id|> Orang tua aku masih belum paham soal <|en|> digital privacy <|id|> yang aku jelasin."""
572,"""<|id|> Jujur aja <|en|> The LTV <|id|> kita bulan ini naik 5 persen dari <|en|> last quarter."""
573,"""<|id|> Omong-omong, Kamu udah lihat <|en|> year-end sale <|id|> di Tokopedia belum? Banyak yang murah banget."""
574,"""<|en|> Honestly, <|id|> Kemarin aku berhasil <|en|> finish the questline <|id|> di <|en|> Genshin Impact <|id|> setelah 5 jam <|en|> grind."""
575,"""<|en|> By the way, <|id|> Folder <|en|> Downloads <|id|> nya kemana ya? Kok ga ketemu di <|en|> Notion."""
576,"""<|id|> Omong-omong, <|en|> The database <|id|> riset di perpustakaan udah bisa diakses secara online."""
577,"""<|id|> Jujur aja Aku beli baju tadi di <|en|> Shopee, <|id|> lagi ada <|en|> buy 1 get 1."""
578,"""<|en|> Fun fact: <|id|> Pemandangan di Wakatobi itu <|en|> breathtaking <|id|> banget."""
579,"""<|id|> Sebenernya <|en|> My BMI <|id|> kata dokter agak tinggi, harus kurangin gula."""
580,"""<|id|> Learning <|en|> cycling <|id|> butuh waktu tapi prosesnya menyenangkan banget."""
581,"""<|id|> Omong-omong, Obat paracetamol ini harus diminum sekali sehari setelah makan."""
582,"""<|id|> Jam <|en|> peak hours <|id|> di kantor itu biasanya antara jam 17.00 sampai 15.00."""
583,"""<|id|> Omong-omong, <|en|> The LTV <|id|> kita bulan ini naik 5 persen dari <|en|> last quarter."""
584,"""<|en|> By the way, My gardening <|id|> udah berkembang jadi bisnis <|en|> side hustle <|id|> yang lumayan."""
585,"""<|id|> Brand awareness kita masih rendah, perlu bikin strategi <|en|> content <|id|> yang lebih kuat."""
586,"""<|en|> My <|id|> jam tangan udah rusak, perlu beli yang baru sebelum ulang tahun kan?"""
587,"""<|id|> Jujur aja <|en|> Understanding matrix decomposition <|id|> itu penting banget buat <|en|> data analysis."""
588,"""<|id|> Aku beli kamera tadi di <|en|> Shopee, <|id|> lagi ada <|en|> buy 1 get 1."""
589,"""<|id|> Kemarin aku berhasil <|en|> solo rank <|id|> di <|en|> Free Fire <|id|> setelah 200 jam <|en|> grind."""
590,"""<|en|> I recommend Wednesday <|id|> kalau kamu suka genre <|en|> horror <|id|> kan?"""
591,"""<|id|> Kalau dipikir-pikir, Aku <|en|> value <|id|> konsistensi paling tinggi dalam suatu pertemanan."""
592,"""<|en|> To be honest, The <|id|> seminar kemarin seru banget, sayang kamu ga dateng."""
593,"""<|en|> Have you tried the hummus <|id|> di Senopati? Antriannya panjang banget <|id|> kan?"""
594,"""<|id|> Sebenernya <|en|> The flight <|id|> ke <|en|> Lombok <|id|> tadi <|en|> delayed <|id|> 1 jam."""
595,"""<|en|> Flash sale Shopee <|id|> jam 12.00 malem ini jangan sampe ketinggalan."""
596,"""<|en|> The doctor recommended <|id|> istirahat total dan minum <|en|> probiotics <|id|> setiap seminggu sekali."""
597,"""<|id|> Sebenernya Gue lagi belajar <|en|> Swift <|id|> buat bikin <|en|> side project."""
598,"""<|en|> To be honest, <|id|> Obat antibiotik ini harus diminum 2 kali sehari setelah makan."""
599,"""<|id|> Kamu masuk divisi acara atau dokumentasi di BEM?"""
600,"""<|en|> She prepared special <|id|> rendang buat Nyepi <|en|> celebration."""
601,"""<|id|> Presentasi <|en|> assignment <|id|> kita jadwalnya <|en|> next week <|id|> kan?"""
602,"""<|id|> Sebenernya Minggu depan aku mau liburan ke <|en|> Amsterdam, <|id|> udah <|en|> booking <|id|> tiket pesawat belum?"""
603,"""<|en|> To be honest, <|id|> Kemarin aku berhasil <|en|> solo rank <|id|> di <|en|> Dota 2 <|id|> setelah 8 jam <|en|> grind."""
604,"""<|id|> Udah nonton <|en|> Interstellar <|id|> belum? Bagus banget <|en|> plot <|id|> nya."""
605,"""<|en|> She finally learned to accept imperfection <|id|> tanpa merasa <|en|> guilty."""
606,"""<|id|> Omong-omong, <|en|> She uses the Pomodoro technique <|id|> buat <|en|> manage <|id|> waktu <|en|> WFH <|id|> nya."""
607,"""<|id|> Belanja <|en|> online groceries <|id|> lebih hemat waktu tapi kadang kualitasnya ga konsisten."""
608,"""<|en|> To be honest, I scheduled a specialist consultation <|id|> untuk cek kondisi tiroid."""
609,"""<|en|> To be honest, <|id|> Kemarin aku berhasil <|en|> win the tournament <|id|> di <|en|> Valorant <|id|> setelah 8 jam <|en|> grind."""
610,"""<|id|> Obat antibiotik ini harus diminum 3 kali sehari setelah makan kan?"""
611,"""<|en|> By the way, Tim kita kena early game wipe <|id|> karena <|en|> bad communication <|id|> mulu."""
612,"""<|id|> Sebenernya Macet pas hari libur Nyepi itu udah kayak tradisi tersendiri."""
613,"""<|en|> The webinar <|id|> kemarin seru banget, sayang kamu ga dateng."""
614,"""<|en|> I recommend Everything Everywhere <|id|> kalau kamu suka genre <|en|> sci-fi <|id|> kan?"""
615,"""<|id|> Omong-omong, Tempat makan ini <|en|> instagrammable <|id|> banget, cocok buat konten."""
616,"""<|id|> Kalau dipikir-pikir, <|en|> Flash sale Lazada <|id|> jam 12.00 malem ini jangan sampe ketinggalan."""
617,"""<|id|> Mending pake <|en|> Google Maps <|id|> buat cari <|en|> itinerary <|id|> yang udah jadi kan?"""
618,"""<|id|> Omong-omong, Dokter bilang aku harus mulai <|en|> strength training <|id|> buat jaga <|en|> BMI."""
619,"""<|id|> Aku beli kamera tadi di <|en|> Zalora, <|id|> lagi ada <|en|> double discount."""
620,"""<|en|> By the way, The <|id|> lomba debat kemarin seru banget, sayang kamu ga dateng."""
621,"""<|id|> Aku lagi nyoba rutin meditasi setiap hari, rasanya <|en|> calming <|id|> kan?"""
622,"""<|id|> Kalau dipikir-pikir, <|en|> smartwatch <|id|> ku nge-<|en|>lag <|id|> terus, kayaknya harus di-<|en|>update <|id|> deh."""
623,"""<|en|> By the way, <|id|> Kamu masuk divisi kreatif atau <|en|> sponsorship <|id|> di <|en|> coding community?"""
624,"""<|en|> The <|id|> Nyepi <|en|> gathering <|id|> tahun ini bakal lebih ramai dari biasanya."""
625,"""<|id|> Udah coba <|en|> Figma <|id|> belum? Katanya <|en|> offline mode <|id|> nya keren banget."""
626,"""<|id|> Menurutku sih, <|en|> The <|id|> mual sudah berlangsung lebih dari 2 minggu."""
627,"""<|id|> Kamu pakai <|en|> Notion <|id|> versi berapa? Yang baru ada fitur <|en|> smart search."""
628,"""<|id|> Tugasnya minta bikin <|en|> critical essay <|id|> soal <|en|> climate change <|id|> minimal 500 kata."""
629,"""<|en|> Honestly, <|id|> Nilai <|en|> midterm <|id|> ku turun, kayaknya karena kurang <|en|> practice."""
630,"""<|id|> Jujur aja Kamu pakai <|en|> Linear <|id|> versi berapa? Yang baru ada fitur <|en|> smart search."""
631,"""<|en|> By the way, <|id|> Aku pake <|en|> air fryer <|id|> buat bikin pasta <|en|> aglio olio <|id|> tadi, hasilnya lebih konsisten."""
632,"""<|id|> Menurutku sih, Program <|en|> zero waste <|id|> di kampus kita berhasil kurangi sampah 20 persen."""
633,"""<|id|> Sebenernya monitor ku nge-<|en|>lag <|id|> terus, kayaknya harus di-<|en|>reformat <|id|> deh."""
634,"""<|id|> Atasan minta semua tim bikin <|en|> weekly update <|id|> mingguan setiap Senin."""
635,"""<|en|> The price for this <|id|> jam tangan naik 50 persen dari minggu lalu."""
636,"""<|id|> Omong-omong, <|en|> We're planning a family trip <|id|> keluarga ke <|en|> Paris <|id|> bulan Desember."""
637,"""<|id|> Menurutku sih, Aku lagi cari tiket pesawat murah buat perjalanan ke <|en|> Amsterdam."""
638,"""<|id|> Sebenernya Aku beli baju tadi di <|en|> Shopee, <|id|> lagi ada <|en|> buy 1 get 1."""
639,"""<|en|> The recipe <|id|> ini gampang banget diikuti bahkan buat pemula."""
640,"""<|id|> Jam <|en|> peak hours <|id|> di kantor itu biasanya antara jam 09.00 sampai 17.00."""
641,"""<|en|> To be honest, <|id|> Kemarin aku berhasil <|en|> finish the questline <|id|> di <|en|> Mobile Legends <|id|> setelah 8 jam <|en|> grind."""
642,"""<|en|> To be honest, The performance <|id|> dia di panggung tadi luar biasa banget."""
643,"""<|en|> The price for this <|id|> tas naik 10 persen dari minggu lalu."""
644,"""<|id|> Omong-omong, <|en|> smartwatch <|id|> ku nge-<|en|>lag <|id|> terus, kayaknya harus di-<|en|>reset <|id|> deh."""
645,"""<|id|> Menurutku sih, Aku lagi cari koper murah buat perjalanan ke <|en|> Tokyo."""
646,"""<|en|> By the way, <|id|> Kamu masuk divisi humas atau dokumentasi di <|en|> coding community?"""
647,"""<|id|> Rencana Natal tahun ini mau ke mana?"""
648,"""<|id|> Omong-omong, <|en|> The review for this <|id|> jam tangan rata-rata 100 bintang, lumayan bagus."""
649,"""<|id|> Menurutku sih, <|en|> She went on a snorkeling solo <|id|> ke Labuan Bajo minggu lalu."""
650,"""<|id|> Jujur aja Udah coba <|en|> Notion <|id|> belum? Katanya <|en|> auto-sync <|id|> nya keren banget."""
651,"""<|id|> folder <|en|> Desktop <|id|> nya kemana ya? Kok ga ketemu di <|en|> Canva."""
652,"""<|id|> Menurutku sih, Batas antara <|en|> work <|id|> dan <|en|> personal time <|id|> jadi buram kalau kerja dari rumah."""
653,"""<|id|> Rencana Imlek tahun ini mau ke mana?"""
654,"""<|id|> Jujur aja Aku mau ikut <|en|> meetup <|id|> komunitas <|en|> calligraphy <|id|> bulan depan."""
655,"""<|en|> The thesis defense <|id|> kemarin lancar banget, tinggal nunggu yudisium."""
656,"""<|en|> Honestly, <|id|> Aku pake <|en|> air fryer <|id|> buat bikin <|en|> avocado toast <|id|> tadi, hasilnya lebih konsisten."""
657,"""<|id|> folder <|en|> cache <|id|> nya kemana ya? Kok ga ketemu di <|en|> Slack."""
658,"""<|id|> Menurutku sih, Kamu masuk divisi humas atau <|en|> sponsorship <|id|> di BEM?"""
659,"""<|id|> Jujur aja <|en|> She's been really active in the <|id|> UKM fotografi sejak semester tiga."""
660,"""<|en|> By the way, <|id|> Minggu depan aku mau liburan ke <|en|> Paris, <|id|> udah <|en|> booking travel insurance <|id|> belum?"""
661,"""<|id|> Jujur aja Aku beli <|en|> headphone <|id|> tadi di <|en|> Tokopedia, <|id|> lagi ada <|en|> flash sale."""
662,"""<|id|> folder <|en|> Desktop <|id|> nya kemana ya? Kok ga ketemu di <|en|> Slack."""
663,"""<|en|> By the way, The collab event <|id|> di <|en|> Genshin Impact <|id|> kasih <|en|> reward <|id|> yang tinggi banget banget."""
664,"""<|en|> By the way, <|id|> Gue lagi nyobain <|en|> open world game <|id|> baru, lumayan <|en|> interesting."""
665,"""<|id|> Sebenernya Kemarin aku berhasil <|en|> win the tournament <|id|> di <|en|> PUBG <|id|> setelah 5 jam <|en|> grind."""
666,"""<|en|> Fun fact: <|id|> Macet di Jalan Sudirman tadi parah banget, sampai 2 jam di jalan."""
667,"""<|id|> Jujur aja <|en|> I've been pulling <|id|> 20 hari berturut-turut begadang buat ujian akhir."""
668,"""<|id|> Minggu depan aku mau <|en|> staycation <|id|> ke <|en|> New York, <|id|> udah <|en|> booking hotel <|id|> belum?"""
669,"""<|id|> Omong-omong, Minggu depan aku mau liburan ke <|en|> Lombok, <|id|> udah <|en|> booking <|id|> tiket pesawat belum?"""
670,"""<|id|> Menurutku sih, <|en|> I need to submit my project proposal <|id|> sebelum <|en|> deadline <|id|> jam 23.59."""
671,"""<|id|> Menurutku sih, <|en|> Have you tried the sushi <|id|> di Senopati? Antriannya panjang banget."""
672,"""<|en|> Fun fact: <|id|> Kata dokter, hasil <|en|> lab test <|id|> aku perlu di-<|en|>follow up <|id|> minggu depan."""
673,"""<|id|> Kamu masuk divisi acara atau dekorasi di UKM fotografi?"""
674,"""<|en|> To be honest, <|id|> Koneksi <|en|> WiFi <|id|> di sini parah banget, nge-<|en|>reset <|id|> aja susah."""
675,"""<|en|> To be honest, <|id|> Macet di Gatot Subroto tadi parah banget, sampai 15 jam di jalan."""
676,"""<|id|> Kalau dipikir-pikir, Kemarin aku berhasil <|en|> win the tournament <|id|> di <|en|> Dota 2 <|id|> setelah 8 jam <|en|> grind."""
677,"""<|id|> Tadi <|en|> meeting client <|id|> nya molor 3 jam dari jadwal."""
678,"""<|en|> To be honest, <|id|> Koneksi <|en|> WiFi <|id|> di sini parah banget, nge-<|en|>update <|id|> aja susah."""
679,"""<|id|> Kalau dipikir-pikir, <|en|> The croffle <|id|> ini <|en|> portion <|id|> nya kecil tapi harganya lumayan."""
680,"""<|en|> The new Korean restaurant <|id|> di Cipete lagi rame banget di <|en|> social media."""
681,"""<|en|> Honestly, I compared prices on Tiktok Shop <|id|> dan yang di <|en|> official store <|id|> lebih murah."""
682,"""<|id|> Mending naik <|en|> MRT <|id|> daripada nyetir sendiri kalau lagi macet."""
683,"""<|id|> Kalau dipikir-pikir, <|en|> I compared prices on Lazada <|id|> dan yang di <|en|> official store <|id|> lebih murah."""
684,"""<|en|> The <|id|> operasi minor memakan waktu sekitar 1 jam kan?"""
685,"""<|en|> By the way, The report <|id|> harus dikirim ke klien sebelum jam 10.00."""
686,"""<|id|> Kamu masuk divisi media atau dekorasi di UKM fotografi? kan?"""
687,"""<|en|> Fun fact: The Notion <|id|> ngebantu banget buat <|en|> manage task <|id|> harian aku."""
688,"""<|en|> The <|id|> buah-buahan di supermarket tadi lagi <|en|> on sale <|id|> 30 persen."""
689,"""<|id|> Omong-omong, <|en|> I joined the coding community <|id|> semester ini, banyak belajar hal baru."""
690,"""<|id|> Kemarin aku berhasil <|en|> finish the questline <|id|> di <|en|> PUBG <|id|> setelah 8 jam <|en|> grind."""
691,"""<|id|> Tolong kirimin <|en|> screenshot <|id|> nya lewat <|en|> Canva <|id|> ya."""
692,"""<|en|> The smartphone <|id|> udah di-<|en|>update <|id|> ke <|en|> iOS 18 <|id|> tapi tetep lemot."""
693,"""<|en|> To be honest, She committed to a 30-day fitness challenge <|id|> selama 3 hari dan hasilnya keren."""
694,"""<|id|> Omong-omong, <|en|> The tablet <|id|> udah di-<|en|>update <|id|> ke <|en|> Android 15 <|id|> tapi tetep lemot kan?"""
695,"""<|id|> Dokter bilang aku harus mulai <|en|> yoga <|id|> buat jaga <|en|> heart rate."""
696,"""<|en|> The orthopedist <|id|> bilang ada tanda awal diabetes yang harus diperhatikan."""
697,"""<|id|> Sebenernya <|en|> The portfolio value <|id|> bulan ini lumayan bagus, naik 100 persen dari bulan lalu."""
698,"""<|id|> Tolong kirimin <|en|> backup <|id|> nya lewat <|en|> GitHub <|id|> ya."""
699,"""<|id|> Aku lagi baca buku <|en|> Ikigai <|id|> yang isinya soal <|en|> resilience."""
700,"""<|en|> The revenue <|id|> kita bulan ini naik 5 persen dari <|en|> last quarter."""
701,"""<|en|> To be honest, The grocery bill <|id|> bulan ini lebih besar karena harga susu naik."""
702,"""<|id|> Menurutku sih, <|en|> Have you tried the local gelato <|id|> di Bali? Enak banget katanya."""
703,"""<|en|> The earbuds <|id|> udah di-<|en|>update <|id|> ke <|en|> iOS 18 <|id|> tapi tetep lemot."""
704,"""<|en|> By the way, <|id|> Lagi <|en|> binge-watching series Interstellar <|id|> dari tadi malem."""
705,"""<|id|> Kalau dipikir-pikir, <|en|> I'm taking 7 days off <|id|> pas Natal nanti."""
706,"""<|id|> Sebenernya <|en|> She has a strict workout routine <|id|> yang dia jalanin tiap harinya."""
707,"""<|id|> Jujur aja Penyakit <|en|> hypertension <|id|> ini umum banget terjadi kalau pola makan ga dijaga."""
708,"""<|id|> Kemarin aku berhasil <|en|> solo rank <|id|> di <|en|> PUBG <|id|> setelah 20 jam <|en|> grind."""
709,"""<|id|> Omong-omong, Udah coba <|en|> GitHub <|id|> belum? Katanya <|en|> auto-sync <|id|> nya keren banget."""
710,"""<|id|> Sebenernya Minggu depan aku mau <|en|> backpacking <|id|> ke <|en|> Bangkok, <|id|> udah <|en|> booking <|id|> tiket pesawat belum?"""
711,"""<|en|> The pasta carbonara <|id|> di sana juara, wajib dicoba kalau ke sana."""
712,"""<|id|> Menurutku sih, Generasi muda harus lebih aktif terlibat dalam pemilu demokrasi."""
713,"""<|id|> Menurutku sih, <|en|> The <|id|> susu di supermarket tadi lagi <|en|> on sale <|id|> 50 persen."""
714,"""<|en|> Honestly, <|id|> Udah coba <|en|> Notion <|id|> belum? Katanya <|en|> dark mode <|id|> nya keren banget."""
715,"""<|id|> Omong-omong, Aku lagi cari koper murah buat perjalanan ke <|en|> Tokyo."""
716,"""<|id|> Omong-omong, Gratis ongkir kalau belanja di atas 200 ribu di <|en|> Shopee."""
717,"""<|id|> Tugasnya minta bikin <|en|> lab report <|id|> soal <|en|> climate change <|id|> minimal 1500 kata."""
718,"""<|id|> Menurutku sih, <|en|> The <|id|> baju ini lagi <|en|> sold out <|id|> di mana-mana."""
719,"""<|id|> Kebijakan <|en|> tax reform <|id|> yang baru ini banyak pro dan kontranya kan?"""
720,"""<|en|> The trail <|id|> to Dieng butuh waktu 6 jam untuk diselesaikan."""
721,"""<|id|> Menurutku sih, <|en|> Let's queue together <|id|> nanti malem, aku mau <|en|> push rank."""
722,"""<|en|> I got a legendary item <|id|> dari <|en|> loot box <|id|> tadi!"""
723,"""<|id|> Printer kantor nge-<|en|>macet <|id|> lagi, paling ga enak kalau lagi banyak kerjaan."""
724,"""<|id|> Omong-omong, Pemerintah harus lebih serius tangani masalah makanan."""
725,"""<|id|> Jujur aja Aku beli <|en|> headphone <|id|> tadi di <|en|> Lazada, <|id|> lagi ada <|en|> cashback."""
726,"""<|id|> Omong-omong, Aku beli baju tadi di <|en|> Zalora, <|id|> lagi ada <|en|> flash sale."""
727,"""<|en|> To be honest, <|id|> Gue lagi belajar <|en|> JavaScript <|id|> buat bikin <|en|> portfolio."""
728,"""<|id|> Omong-omong, Minggu depan aku mau liburan ke <|en|> Bangkok, <|id|> udah <|en|> booking <|id|> tiket pesawat belum?"""
729,"""<|en|> I compared prices on Tokopedia <|id|> dan yang di <|en|> official store <|id|> lebih murah."""
730,"""<|en|> The commute <|id|> ke kantor memakan waktu 1 jam setiap harinya."""
731,"""<|id|> Menurutku sih, Opini publik soal kebebasan pers ini terpolarisasi banget di media."""
732,"""<|en|> I've been pulling <|id|> 3 hari berturut-turut begadang buat laporan PKL."""
733,"""<|id|> Jujur aja <|en|> The new Japanese restaurant <|id|> di Kemang lagi rame banget di <|en|> social media."""
734,"""<|en|> Honestly, <|id|> Kemarin aku berhasil beli <|en|> smartwatch <|id|> baru, <|en|> RAM <|id|> nya gila sih."""
735,"""<|en|> To be honest, <|id|> Minggu depan aku mau <|en|> staycation <|id|> ke <|en|> Seoul, <|id|> udah <|en|> booking <|id|> koper belum?"""
736,"""<|id|> Omong-omong, <|en|> The e-book <|id|> di perpustakaan udah bisa diakses secara online."""
737,"""<|en|> Honestly, <|id|> Minggu depan aku mau <|en|> trip <|id|> ke <|en|> Amsterdam, <|id|> udah <|en|> booking <|id|> koper belum?"""
738,"""<|id|> Omong-omong, <|en|> The grocery bill <|id|> bulan ini lebih besar karena harga daging sapi naik."""
739,"""<|id|> Omong-omong, Kemarin aku berhasil <|en|> complete the event <|id|> di <|en|> Mobile Legends <|id|> setelah 200 jam <|en|> grind."""
740,"""<|id|> Omong-omong, Gue lagi belajar <|en|> JavaScript <|id|> buat bikin <|en|> mobile app <|id|> kan?"""
741,"""<|en|> A good nature walk <|id|> bisa jadi <|en|> reset button <|id|> yang efektif buat otak kita."""
742,"""<|id|> Sebenernya <|en|> Have you tried <|id|> fitur <|en|> smart search <|id|> di <|en|> Trello <|id|> yang baru?"""
743,"""<|en|> She's passionate about ocean conservation <|id|> dan aktif kampanye di media sosial."""
744,"""<|id|> Omong-omong, Printer kantor nge-<|en|>hang <|id|> lagi, paling ga enak kalau lagi banyak kerjaan."""
745,"""<|id|> Kamu pakai <|en|> Notion <|id|> versi berapa? Yang baru ada fitur <|en|> AI assistant."""
746,"""<|en|> To be honest, I missed the MRT <|id|> tadi karena terlambat 1 menit."""
747,"""<|id|> Menurutku sih, <|en|> The euphoria at <|id|> lomba debat kemarin seru banget, sayang kamu ga dateng."""
748,"""<|en|> Honestly, The invoice <|id|> harus dikirim ke klien sebelum jam 09.00."""
749,"""<|en|> She prepared special <|id|> kue lebaran buat <|en|> Natal celebration."""
750,"""<|id|> Omong-omong, <|en|> The storm <|id|> bikin acara <|en|> outdoor <|id|> kita jadi <|en|> canceled."""
751,"""<|id|> Menurutku sih, Kamu pakai <|en|> VS Code <|id|> versi berapa? Yang baru ada fitur <|en|> dark mode."""
752,"""<|en|> Our go-to-market strategy <|id|> butuh di-revisi sebelum <|en|> launch <|id|> bulan depan."""
753,"""<|en|> The review for this skincare <|id|> rata-rata 50 bintang, lumayan bagus."""
754,"""<|en|> The new Korean restaurant <|id|> di Senopati lagi rame banget di <|en|> social media."""
755,"""<|id|> Omong-omong, Cuaca hari ini ga menentu, dari panas tiba-tiba <|en|> downpour."""
756,"""<|en|> Understanding gradient descent <|id|> itu penting banget buat <|en|> data analysis."""
757,"""<|en|> To be honest, I said no to an invitation <|id|> kemarin, dan itu keputusan yang <|en|> healthy."""
758,"""<|en|> She prepared special <|id|> ketupat buat <|en|> Nyepi celebration."""
759,"""<|en|> By the way, <|id|> Tugasnya minta bikin <|en|> critical essay <|id|> soal <|en|> economic inequality <|id|> minimal 500 kata."""
760,"""<|id|> Menurutku sih, <|en|> The rising microplastic contamination <|id|> udah mulai terasa dampaknya di kota-kota besar."""
761,"""<|en|> Meeting board <|id|> tadi bahas soal <|en|> market expansion <|id|> kuartal ini."""
762,"""<|id|> Jangan lupa bawa <|en|> sunscreen <|id|> kalau ke pantai di <|en|> Bangkok."""
763,"""<|en|> To be honest, <|id|> Diskon Idul Adha di mana-mana, waktu yang pas buat belanja."""
764,"""<|en|> Have you tried <|id|> fitur <|en|> AI assistant <|id|> di <|en|> GitHub <|id|> yang baru?"""
765,"""<|en|> To be honest, <|id|> Minggu depan aku mau <|en|> backpacking <|id|> ke <|en|> New York, <|id|> udah <|en|> booking hotel <|id|> belum?"""
766,"""<|en|> By the way, <|id|> Kamu pakai <|en|> Linear <|id|> versi berapa? Yang baru ada fitur <|en|> live collaboration."""
767,"""<|id|> Kalau dipikir-pikir, Kamu masuk divisi humas atau dokumentasi di UKM fotografi?"""
768,"""<|en|> By the way, Meeting weekly sync <|id|> tadi bahas soal <|en|> hiring plan <|id|> kuartal ini."""
769,"""<|id|> Kamu masuk divisi logistik atau dekorasi di BEM?"""
770,"""<|id|> Omong-omong, <|en|> Have you tried <|id|> fitur <|en|> live collaboration <|id|> di <|en|> Canva <|id|> yang baru kan?"""
771,"""<|en|> I missed the <|id|> TransJakarta tadi karena terlambat 15 menit."""
772,"""<|en|> Fun fact: <|id|> Kamu main <|en|> Apex Legends rank <|id|> berapa sekarang?"""
773,"""<|en|> Have you tried <|id|> fitur <|en|> offline mode <|id|> di <|en|> Trello <|id|> yang baru kan?"""
774,"""<|en|> By the way, Her financial goal <|id|> tahun ini adalah nabung 15 juta."""
775,"""<|id|> Kalau dipikir-pikir, Aku beli baju tadi di Tokopedia, lagi ada <|en|> free shipping."""
776,"""<|en|> By the way, <|id|> Tolong kirimin <|en|> PDF <|id|> nya lewat <|en|> Slack <|id|> ya."""
777,"""<|id|> Aku lagi cari tiket pesawat murah buat perjalanan ke <|en|> Paris."""
778,"""<|en|> Have you tried the sushi <|id|> di Kemang? Antriannya panjang banget."""
779,"""<|id|> Omong-omong, <|en|> I said no to an invitation <|id|> kemarin, dan itu keputusan yang <|en|> healthy."""
780,"""<|id|> Menurutku sih, Tradisi Natal di keluarga aku itu selalu bikin <|en|> homesick."""
781,"""<|id|> Sebenernya Aku beli <|en|> laptop <|id|> tadi di <|en|> Lazada, <|id|> lagi ada <|en|> flash sale."""
782,"""<|en|> The new Indian restaurant <|id|> di Kemang lagi rame banget di <|en|> social media."""
783,"""<|id|> Sebenernya Aku lagi baca buku <|en|> Ikigai <|id|> yang isinya soal <|en|> habit formation."""
784,"""<|en|> The professor explained eigenvalue <|id|> dengan analogi yang gampang dimengerti."""
785,"""<|en|> The anniversary event <|id|> di <|en|> Valorant <|id|> kasih <|en|> reward <|id|> yang bagus banget."""
786,"""<|id|> Omong-omong, <|en|> We're planning a road trip <|id|> keluarga ke <|en|> Bali <|id|> bulan Maret."""
787,"""<|en|> I followed a Maangchi recipe <|id|> dan hasilnya lumayan mirip."""
