filename,pseudo_label
00803.wav,"Karena sebagai manusia, kita harus mau merasakan segala perasaan yang ada. Kita nggak bisa hanya mau happy atau hanya mau sedih atau di tengah-tengah. We have to feel everything. And when we can overcome those feelings, apapun perasaan itu, that's when we become stronger. Okay, good. Apalagi masih muda, cinta masih muda ya. Yang penting terus berevolusi untuk menjadi yang lebih baik. Oke, kembali ke postingan yang kehidupan malam itu, Cinta. Apakah Cinta mengatakan bahwa caption-nya wow?"
00804.wav,"Saya tadi baca, gila ini. Cinta gak suka banget dengan apa kemunafikan, yang hipokrit gitu. You hate it. I hate hypocrisy, yeah. Karena, oh you wanna know why? Apakah itu yang mau ditanyakan? Aku tidak suka kemunafikan karena aku ingat saat aku memulai karir aku dulu di usia 12 tahun, aku tidak dibiarkan merasakan jadi anak-anak atau remaja sepenuhnya. Aku selalu dikasih tau."
00805.wav,"Oh, di depan kamera nggak boleh gini, di depan orang nggak boleh gitu, pokoknya jangan pernah melakukan ini. Jadi aku selalu merasakan kegelisahan, karena aku takut membuat kesalahan, gitu. Dan aku rasa bagian dari menjadi seseorang remaja atau anak-anak adalah membuat kesalahan, dan mencari pengalaman. Saking aku ketakutan akan apa yang orang pikir."
00806.wav,"Aku jadi menjadi sosok yang sangat tertutup, menjadi sosok yang perfectionist secara buruk, dalam arti aku selalu ingin terlihat sempurna di depan orang. And it's okay to want to be the best version of yourself, tapi kalau journey dalam kesempurnaan itu malahan membuat kita tidak bisa menjadi orang yang kreatif, yang inovatif, dan takut mengambil resiko, menurut aku itu membuat kita malahan terbatas dalam perkembangan kita."
00807.wav,"And I hated that I had to be, aku gak mau bilang I was fake, karena enggak, aku selalu menjadi diri aku sendiri. Tapi tidak bisa menjadi diri aku sendiri sepenuhnya. And aku melihat banyak public figure di negara ini, laki-laki maupun perempuan, mereka pun berusaha memberikan image bagaikan seorang permaisuri gitu, atau bagaikan seorang malaikat yang..."
00809.wav,"Contoh yang baik jika kita sebagai public figure juga bisa menunjukkan bahwa dari kesalahan kita, kita menjadi lebih baik. Oke, setuju saya. Malahan itu, menurut aku, akan membuat masyarakat tidak takut saat mereka membuat kesalahan. Selama mereka menyadari bahwa mereka bisa belajar dari kesalahan itu dan mengambil keputusan yang lebih baik di masa depan. Nggak ada manusia yang sempurna, pasti ada sisi lain, sisi gelap dari sesuatu. Setuju ya, Cinta?"
00810.wav,"Itu kan series Scandal 2, kita syuting bulan September lalu. Dan pada saat itu, karena bentrok schedule, aku harus di Thailand sepanjang bulan Agustus buat syuting series lain. Karena aku seorang perfectionist dan aku nggak mau terlihat konyol, akhirnya aku membawa pole dancing instructor dari Jakarta, yang namanya Junko, aku terbangin ke Thailand. Dan kalau di saat di mana aktor-aktor lain dapat istirahat dan free time, aku setiap hari bangun setengah 5 pagi."
00812.wav,"Dari umur kamu belasan gitu? Gila ya cinta Laura. Dan aku rasa, ya itu, ketuff-an akulah yang kadang-kadang membuat orang keliru apa kepribadian aku sebenarnya. Karena lagi-lagi, kalau sebagai selebriti kan kita mempunyai ekspektasi harus selalu ramah, harus selalu baik. Tapi aku memilih menunjukkan orang apa yang aku rasakan di saat itu. Kalau lagi bete atau lagi nggak mau ngobrol, yaudah aku nggak akan paksain untuk, hi!"
00814.wav,"Saya dipecat dari jabatan yang, apa yang, dari satu institusi yang saya besarkan gitu, atau bikin besar kembali. That's part of the, apa ya, membuat kita menjadi lebih baik. Saya tuh orang yang sangat setuju dengan Steve Jobs waktu dia pidato di Stanford tentang Connected Ops. Bahwa kekecewaan, kegagalan masa lalu, itulah yang menjadi faktor sukses."
00816.wav,"Memiliki kebebasan untuk mengambil keputusan dan aksi sendiri dalam hidup mereka. Dan kita nggak punya hak untuk menjudge hal itu. Tapi saran aku, dan ini yang aku implementasikan ke dalam hidup aku sendiri, kalaupun seseorang ingin berpartisipasi dalam kehidupan malam, selama mereka melakukannya dengan tanggung jawab yang tinggi, tidak merugikan orang lain, dan ataupun diri sendiri, it's fine. You know, I think life is about balance."
00817.wav,"And it's so important sometimes untuk kita bergaul dengan teman-teman kita, hangout di malam hari maupun siang hari, tapi kita ngomongin nightlife, jadi di malam hari, you know, have a glass of wine with dinner, you know, again, as long as you're being responsible dan kita tidak kehilangan fokus kita dalam hidup, dalam pekerjaan, there's nothing wrong. Kalau kita hidupnya hanya kerja terus..."
00818.wav,"Atau di rumah terus rebahan, kita juga nggak akan mencapai apa yang kita inginkan. Malahan kadang-kadang dengan refreshing keluar di malam hari dengan teman-teman, itu membuat kita lebih termotivasi. Ini udah rebahan, kerjanya ngomentarin orang, yang ngatain orang, berharap ada perbaikan, come on. Dan cinta tidak begitu. I hope not."
00820.wav,"Di tahun di mana aku masuk Columbia, itu acceptance rate-nya hanya 6,2%. Setiap tahun tentunya berubah, tapi di tahun aku memang salah satu sekolah tersulit untuk bisa diterima. So, I'm just very grateful. Dan lagi-lagi, aku rasa di masa muda aku pun, aku belajar bahwa dari kekecewaan, dari kesedihan, dari kegelisahan yang kita rasakan, energi itu bisa ditransformasikan menjadi..."
00821.wav,"Berangkat dari hotel jam 5, dari setengah 6 pagi sampai jam 6 sore syuting, jam 6 sore 1 jam dari hotel aku ke tempat pole dancing, latihan dari jam 7 malam sampai jam 10 malam, and then baru nyampe hotel lagi jam 11, jadi pada saat itu aku gak punya kehidupan, but I think my hard work paid off, karena misi aku pada saat itu adalah..."
00822.wav,"motivasi untuk mengembangkan diri dan untuk terus belajar, untuk bekerja keras agar bisa mencapai apa yang kita inginkan. Dan pada saat itu yang aku inginkan adalah masuk universitas stop seperti Columbia. Bukan kaleng-kaleng ya? So, you know, at the time when I was a teenager kan banyak orang sering nyinyir tentang aku, sering..."
00823.wav,"Ngomongin aksen akulah sering, ya, nyinyir lah. It doesn't matter, karena akhirnya aku tidak memperdulikan kata-kata mereka, aku fokus dengan diri aku sendiri. And I think that's what everybody should do, focus on themselves. Karena banyak juga yang bilang, wah, Cinta kan mulai sukses umur belasan ya? Ya. Belasan, jadi artis, actress gitu, nyanyinya sukses juga ya, baik di Indonesia maupun di luar ya. Karirnya bagus, sebagai penari juga."
00824.wav,"Sebagai model juga. Kadang-kadang apakah pendidikan tinggi itu sesuatu yang diperlukan? Kan buang-buang waktu, you have to spend 3 years, 3 tahun di Columbia ya? I'm so happy you asked me that question. Aku senang sekali dengan pertanyaan ini. Tentunya, aku sangat nge-push anak muda minimal, so say SMA ya, itu pasti. Like, please, if you're capable, go to school until you complete high school."
00826.wav,"Hal yang terbaik yang aku pelajari adalah satu, cara berpikir. Efisiensi berpikir, jadi berpikir dengan cepat, so heuristics. Dan ketiga, berinteraksi dengan orang-orang berbeda. And that's important, dalam sektor apapun, kita harus bisa berinteraksi dengan siapapun, dan berkomunikasi dengan jelas. So those three things has really helped me throughout life. Dan kalau temen-temen yang nonton ini punya kesempatan,"
00827.wav,"Aku merekomendasikan S1. Nah, S2, PhD, dan seterusnya, ini kita bisa berargumen di sini. Jika seseorang ingin menjadi dokter atau sesuatu yang membutuhkan spesialisasi, tentunya menurut aku penting untuk melanjutkan ke S2 dan selanjutnya. Jika seseorang memiliki passion dalam belajar, lagi-lagi, go ahead S2 dan seterusnya. Tapi yang aku tidak suka,"
00828.wav,"Apalagi aku melihat ini di negara kita adalah kadang-kadang seseorang dipandang lebih tinggi hanya karena memiliki berbagai gelar. Tentunya, you know, aku sangat mengapresiasi dan menghormati orang yang sudah bisa sukses dalam academics-nya. Dan bisa mendapatkan banyak gelar, of course that's amazing, that's great. Tapi hal tersebut tidak membuat orang tersebut di atas orang lain yang mungkin hanya memiliki."
00829.wav,"Itu pandangan aku, gitu. Karena kadang-kadang aku melihat banyak orang di sini juga mempunyai banyak gelar hanya demi image, demi prestige, demi pujian-pujian publik, gitu. Dan lagi-lagi, itu pilihan hidup mereka, kita nggak boleh judge. Cuman harapan aku ke depannya adalah masyarakat kita dapat menyadari bahwa..."
00831.wav,"But, you know, sekarang dengan teknologi, dengan anak muda semakin pintar, kita melihat bahkan anak SMP pun bisa membuat application sendiri, bisa apa ya? Bisa belajar macam-macam. Macam-macam. So, learning, kita harus mulai sadar bahwa belajar itu tidak harus selalu melalui sistem yang..."
00832.wav,"Aku memang bukan pole dancer terbaik, tapi saat orang nonton Scandal 2 dan melihat karakter aku, Luna, aku ingin mereka merasa, oh iya, she's a real pole dancer dan kita percaya bahwa dia seorang pole dancer. So, mission accomplished, I think. Saya nonton, saya tahu, this is just acting. Tapi dilihat itu, wih, cinta betul-betul penari ya. Pasti persiapannya gila ya cintanya. Iya."
00833.wav,"Sudah diajarkan kepada kita selama ini, bukan berarti harus masuk ke dalam sebuah sekolah, belajar dengan 15 orang lain, diajarkan oleh 1, 2, 3 guru. Learning comes in different ways, dan kadang-kadang juga perlu diketahui oleh masyarakat bahwa seorang anak yang mungkin nilai-nilai raportnya nggak bagus, bukan berarti dia bodoh. Siapa tahu sistem belajar yang kita miliki tidak cocok dengan dia, dan siapa tahu anak kecil itu savant, he or she is a savant in art."
00835.wav,"Itu asal sekolah ya, dia nyari sekolah, ah yang penting gue sarjana. Tapi cinta kan tidak, cinta masuk Ivy League, wow. Itu kan harus konsentrasi penuh ya, saya tahu banget. Kamu buang waktu, ya buang waktu lah, quote-an-quote ya, untuk pose gitu ya, dari kegiatan-kegiatan keartisan gitu untuk kuliah. Saya pikir kalau di Columbia, kamu nggak bisa main-main kuliahnya ya? Nggak bisa main-main, tapi lagi-lagi dengan time management yang baik, aku rasa..."
00839.wav,"Perancis, dari kolomi, we learn about many aspects, itu yang saya pikir yang kita dapat dari pendidikan di Amerika, betul ya? Ya, absolutely, dan membuat kita lebih adaptive juga dan lebih berani. Kan sering sekali, aku suka berpikir ke diri aku sendiri, sebenarnya di Indonesia, kalau kita ngomongin industri kreatif, banyak sekali orang yang smart, banyak sekali orang yang memiliki kualifikasi yang tinggi, tapi kenapa mereka tidak berani?"
00840.wav,"Berbicara soal isu-isu yang ada di negara ini, karena dalam budaya kita, kita sudah diajarkan dari kecil untuk gak enakan, itu pertama. Kedua, untuk harus mendapatkan approval teman-teman, approval komunitas kita, kita takut untuk dibenci. Kita takut untuk memulai kontroversi, kita takut untuk konfrontasi. I'm not scared of being confrontational."
00841.wav,"You know, kayak waktu aku di acara Kick Andy kemarin dan ngomongin kebangsaan, aku yakin di luar sana banyak yang ngomong, apa sosok-sosok. Nggak kecil gitu. But I know I'm speaking my truth, dan sumbernya adalah cinta. Aku bukan berusaha menyebarkan kebencian atau menjatuhkan siapapun."
00842.wav,"It comes from a place of love because I care about this country. Dan itu perbedaannya, orang-orang yang berkeluar-keluar di luar sana, tapi niatnya adalah mengecilkan, merendahkan, dan menjatuhkan satu sama lain, dan orang-orang yang berjuang untuk kebaikan agar negara ini bisa live up to its potential, yaitu menjadi negara demokratis."
00843.wav,"Ada lima koreografi di series itu. Kalau pole dancing sendiri, aku latihan di atas 20 jam. Kalau digabung dengan koreografi-koreografi lain, di atas 30 jam. It's very serious. I'm very serious about everything I do. It's really you, yeah. Is it? Kalau pendapat aku segini, mungkin orang Indonesia pada umumnya saat mendengar aku main series seperti itu, berpikir, kok Cinta mau ya bermain series yang konsepnya agak risky."
00847.wav,"Gitu. Nothing is impossible with your capacity. People want me to enter politics, cuman hesitation aku adalah, aku orang yang suka bebas beropini. Aku gak suka dibuat harus diam demi kepentingan suatu kelompok atau in this case partai. Aku udah melihat beberapa example politisi yang aku kenal secara langsung yang sebenarnya brilliant banget. Tapi setelah mereka memasuki politics, mereka menutupi."
00848.wav,"Keinginan mereka yang sebenarnya dan mengikuti partai. Yes, and I can't do that because that's not looking out for the people, that's looking out for yourself. Lagi-lagi isu hipokrit ada di sini. Yeah, this country is full of hypocrisy, sayangnya. Dan mungkin opini aku bukan opini mayoritas, but I'm gonna speak up for the minority. Because harapan aku adalah dengan aku speak up, minorities lain juga akan speak up. Dan seperti..."
00849.wav,"Revolusi pada dasarnya, it starts from a small group yang akhirnya dengan konsistensi didengar banyak orang. Cinta mama papa sekali kali Bali? Yes. Oke, cinta Bali dan Jakarta, tergantung pekerjaan? No, aku di Jakarta aja. Jakarta aja? Iya. Ketemu papi-mami kalau hari-hari penting aja, misalnya Christmas, New Year's, atau birthday mereka."
00850.wav,"I'm very focused on my work. Dan mereka ngerti itu. Mereka bukan tipe orang tua yang, oh you have to see me setiap bulan, nggak gitu. Mereka sangat objective dan rational. Umur bapak udah keluar dari rumah? 17. 17? Bule banget ya? Apa bule banget? Bule banget. Di sebagian ya, di western umur 17 harus keluar dari rumah. I'm so grateful. Karena kalau dari papa aku, dia pun selalu lulus high school dulu langsung keluar juga."
00851.wav,"Pindah ke Austria, sekolah di Austria, sekolah perhotelan. Mama aku setelah lulus sekolah hukum di Umpar, S1 hukum di Umpar, mama aku pindah ke Jakarta. Okay, mungkin gak jauh Bandung ke Jakarta, tapi still, she moved away from home. Jadi emang dari kecil aku dididik bahwa setelah high school, you're an adult, harus bisa bertanggung jawab, do everything yourself. And you took the responsibility. Yeah, yeah."
00852.wav,"I'm very happy that they gave me that freedom, karena aku rasa penting bagi semua orang untuk tahu bagaimana mengurus diri mereka sendiri. Walaupun mungkin mereka datang dari latar belakang yang berkecukupan, you have to know how to do everything. Mau dari sesimpel bersih-bersih, nyuci, masak, ngurus pajak, ngurus asuransi, ngurus segala hal harus bisa sendiri."
00853.wav,"Karena suatu hari kalau misalnya, Amit-Amit, let's say, kita nggak punya orang-orang yang bisa membantu kita, tidak punya uang untuk menyuruh orang lain untuk melakukan sesuatu buat kita, what are you gonna do? Okay, back to your last statement about the political. Kalau masanya datang, kemudian cinta dihadapkan pada satu option, bisa menjadi salah satu calon presiden Indonesia. What are you gonna do? Never say never."
00854.wav,"Karena kan bisa dibilang, mungkin tidak sesuai nilai-nilai konservatif, right? Tapi pendapat aku begini, udah waktunya di Indonesia melalui media masa, orang-orang tidak takut berbicara tentang isu-isu yang tabu. Karena kalau kita terus melindungi masyarakat kita seperti seorang bayi, dan tidak menunjukkan mereka kebenaran, keburukan, kepaitan di balik dunia kita sebenarnya, they're never gonna learn."
00855.wav,"Tapi kita lihat 2024 kayak gimana ya? I think 2024 akan menjadi deciding factor bagi banyak orang. Bahkan, Mas Helmi, maybe you're gonna buy a house in that country you mentioned. Aku nggak mau ngomong, nanti dicari lagi semua. I know you wanna buy a house somewhere. Coba tau 2024 kalau tidak sesuai keinginan kita, pindah ke situ. Kalau itu sih nggak terpengaruh itu, before that, you know, I'm just considering."
00857.wav,"Saya kemarin sempat ngobrol dengan diaspora yang ada di Ottawa dan di Toronto. Wow, banyak sekali orang Indonesia di sana, gitu. Dan mereka menyampaikan sesuatu aspirasinya tentang mestinya diaspora itu di-treatment kayak gini. Karena mereka itu mau berkontribusi itu terhadap Indonesia. Tapi kadang-kadang ada aturan-aturan yang tidak memungkinkan mereka bebas untuk melakukan kontribusi. Cinta sebagai diaspora."
00858.wav,"Okay, mungkin sebelum kita berbicara soal diaspora, kita ngomong aku sebagai anak campur ya. Yes. Dulu in the 90s, bahkan in the 2000s, tahun 2000-an pun, anak campuran yang setengah Indonesia seperti aku harus mengikuti warga negara ayahnya. So in this case, aku terlahir dengan warga negara Jerman. Jerman. Because my dad's German, right? Tahun 2006, diperbolehkan oleh Indonesia untuk anak campur punya dua passport."
00859.wav,"Sampai umur 21 tahun. So, mulai 2006, aku punya dua passport, ya? And then, beberapa tahun yang lalu, akhirnya aku memilih passport Indonesia. Ini bukan so-so, oh, I chose Indonesia. Ini beneran, ya? Like, aku nggak takut kalau dicek karena memang aku hanya punya passport Indonesia. Cuman, ada alasan kenapa aku memberikan konteks ini. Di Jerman pun, sampai tahun 2000-berapa ya? 2000-something lah."
00860.wav,"Juga anak campuran hanya boleh punya satu pasport. Tapi beberapa tahun terakhir, Jerman dan bahkan beberapa negara EU memperbolehkan anak campuran memiliki dua pasport. Jadi kalau di Jerman, di Belanda, udah boleh tuh anak campuran punya dua pasport. Di Indonesia belum seperti itu. Kenapa aku mention concern aku ini? Karena begini, seumur hidup aku, aku sering ditanya, Cinta, kamu ngerasa Indonesia atau Jerman? Dan pertanyaan itu selalu..."
00861.wav,"Membuat aku nggak nyaman dan bahkan sedikit marah. Karena yang aku berpikir adalah begini, kalau aku bilang aku lebih ngerasa Indonesia, berarti aku tidak menghargai ayah aku. Kalau aku bilang aku lebih ngerasa Jerman, berarti aku tidak menghargai ibu aku. Dan aku adalah perpaduan dari keduanya. Work ethic-ku, professionalism aku, cara bekerja aku, ketegasan aku, itu aku dapat dari ayahku yang orang Jerman. Aku tidak akan menjadi sosok seperti itu tanpa papaku. Tapi..."
00862.wav,"Rasa empati aku, keinginan aku untuk berbuat baik, tindakan-tindakan sosial aku, philanthropy aku, itu aku dapatkan dari ibu aku. Karena budaya Indonesia yang sangat hangat dan memperdulikan satu sama lain. So what do I feel? I feel like I'm both. Dan buat aku pribadi menyedihkan bahwa orang-orang seperti aku harus memilih antara keduanya, gitu. Tentunya aku tidak regret."
00863.wav,"Memilih Passport Indonesia karena passion aku benar-benar adalah untuk memberdayakan orang Indonesia dan membuat Indonesia bisa meraih potensinya. That's my dream. Cuman alangkah baiknya, dan ini hanya opini aku, baik untuk diaspora yang 100% keturunan Indonesia atau mix kayak aku, alangkah baiknya kalau suatu saat nanti, harapan aku, Indonesia bisa memperbolehkan..."
00865.wav,"Dan mereka tidak akan bisa cukup adaptif untuk menghadapi dunia yang sulit ini. So, yes, it's a risky role, tapi aku harap orang mengerti itu hanya sebuah peran, I'm just acting. Dan aku harap series ini bisa membuka conversation ke depannya, akan dunia malam yang tentunya banyak keburukan dan harus diatasi dengan benar dari..."
00866.wav,"Banyak aturan untuk mereka bisa kembali ke Indonesia dan memberikan kontribusi besar itu hanya gara-gara sebuah buku kecil. Passport. Or visa. Or visa. So, dan gak tau ya, ini jangan sampai ini orang-orang salah mengerti, tapi apa yang membuat negara kita sangat insecure hingga memaksa penduduknya untuk harus punya, hanya boleh punya satu passport. Lagi-lagi, aku gak mau kata-kata aku diacak-acak ya."
00867.wav,"Like, I'm happy that I chose my Indonesian passport. Like, I'm proud of it. Hanya lagi-lagi, aku maupun orang-orang Indonesia di luar negeri yang sepenuhnya orang Indonesia, tidak akan berkurang rasa nasionalismenya. Cintanya ke Indonesia. Cintanya ke Indonesia hanya karena sebuah passport. Yeah. Gitu. And there's nothing wrong with having two passports di negara-negara."
00868.wav,"Advanced pun seperti US, Jerman, Canada, they all allow their citizens to have dual citizenship. So, ini bukan sesuatu kerugian, gitu. Tapi, lagi-lagi, I respect the decision of the Indonesian government. Kalau untuk sekarang mereka merasa lebih baik mempunyai sistem yang mereka punya sekarang, okay."
00869.wav,"Cuma kita kan boleh bebas berpendapat ya, dan kita juga tidak menyalahkan atau menjatuhkan siapapun dalam conversation ini. Kita hanya mengatakan bahwa sepertinya kita malahan akan mendapatkan lebih banyak keunggulan dengan membiarkan penduduk kita memiliki dual citizenship. You know, gak harus didengerin, they don't want to listen, up to them. But we think, I think, Indonesia bisa lebih lagi dipandang tinggi di mata dunia kalau..."
00871.wav,"Mereka memutuskan untuk ganti warga negara. Tapi cintanya ke Indonesia tidak berkurang. Nah, pada satu saat mereka ingin berkontribusi ke Indonesia, mereka itu kan udah warga negara asing. Visanya kok dikasih lima tahun, gitu. Mereka bilang, udah Pak Elmi, kalau mau jadi dua warga negara itu undang-undang tuh, sulit. Bisa nggak dikasih visa sepuluh tahun, kek? Seumur hidup, kek? Jadi mereka bisa berkontribusi penuh. Setuju ya, cintanya? Diperpanjang."
00873.wav,"Cintanya dengan Indonesia gila. Dan dia nggak pernah tuh ngomong di Perancis, oh I'm French. Dia bilang, I'm Indonesian, but I have a French passport. Itu kan cuma status aja. Iya. Untuk memudahkan pekerjaan. Iya, exactly. Banyak orang dia milih warga-warga asing, kenapa? Kayak beberapa orang saya temuin, jadi mereka berkarirnya di luar negeri itu tidak sulit gitu. Tidak sulit. Exactly. Saya akan mengundang dirjian imigrasi baru nih. Seorang profesional namanya Pak Silmi. Pak Silmi."
00874.wav,"Be my guest, banyak sekali masukan, we can talk. Ya, kalau butuh pandangan anak muda, nendang aku. Cinta sekarang masih merasa muda atau udah mulai? Kalau pikirannya mature banget ya? I feel super young, aku nggak ngerasa di atas umur 18 tahun. Oh, thank you for asking me. Sebenarnya..."
00877.wav,"Angka yang tertulis di sebuah kertas. Mereka berpikir kalau ada umur segini, berarti berpakaiannya harus begini, perilakunya harus begini, dan mereka harus udah mengalami atau melalui sebuah milestone, misalnya pernikahan atau mempunyai anak. And I think that's so sad, kenapa beauty atau kecantikan harus ada tanggal kadar luasannya? Why does it have to have an expiration date?"
00878.wav,"I think men and women, tapi aku harus berbicara untuk perempuan karena aku adalah seorang perempuan, we can be beautiful and elegant and worthy forever. Tapi tentunya dalam setiap fase hidup,"
00879.wav,"Beauty itu akan berubah-rubah gitu. Mungkin saat umur 18, beauty kita adalah bisa pakai crop top dan badannya keren. Nanti umur 30, tetap badannya keren dan cantik, tapi mungkin pakaiannya lebih elegant. Nanti umur 50, mama aku 59. My mom is gorgeous. Gak ada orang yang bisa bilang mama aku gak cantik."
00880.wav,"Yelah anaknya begini. So, badannya masih bagus, mukanya masih sangat cantik, auranya masih sangat positif. Like, there's no expiration date when it comes to beauty or what you feel inside. Dan ya, mungkin pikiran, pikiran I'm already in my late 20s, otak aku. Tapi kalau secara energi, secara fisik, I'm not over 19."
00881.wav,"And that's how I feel, kalau bukan datang ke podcast-nya Mas Helmy, aku sekarang pakai celana pendek, pakai crop top. But, aku juga tahu diri, tergantung acaranya, bajunya disesuaikan. Itu juga sikap yang benar ya? Iya. Kalau boleh nggak, Cinta, saya simpulkan sebagai apa ya? Very young but old soul ya? I think so. And it's because I was raised by people much older than me. Papa aku lahir 5 tahun setelah pulang ke dunia kedua. Wow. Yeah."
00883.wav,"My cousin is born in 1970, and my mom is born in the 60s like you. Jadi aku tuh sangat telat lahir di dunia ini untuk keluarga Kiel. Happy dengan kondisi kayak gini? I love it, karena aku bisa melihat cara pandang, cara berpikir setiap generasi. Bahkan Indonesia, kalau aku mendengarkan cerita tentang Indonesia saat mama aku tumbuh besar di tahun 60-an,"
00884.wav,"Bagaimana kita sangat masih mengapresiasi budaya kita tapi at the same time merepresentasikan diri sendiri secara moderat, it's beautiful. Cinta, this is my last question, apa yang Cinta sharing-nya? Kalau sarankan kayaknya tua banget atau nasihatin tua banget tentang bagaimana seharusnya anak muda gitu ngadepin sekarang Indonesia, tahun ini udah masuk tahun politik, tahun depan heavier in politik. Gimana? Bagaimana menghadapinya?"
00885.wav,"Politics ya, kita ngomongin politics. Peran anak muda terhadap dunia politik Indonesia? Aku mengerti bahwa salah satu ketakutan terbesar anak muda zaman sekarang, apalagi yang masih di usia belasan, bahkan awal tahun, awal 20-an adalah dihakimi atau dipandang buruk oleh rekan-rekan mereka, teman-teman mereka, atau komunitas mereka. I understand there's a lot of pressure to be liked."
00886.wav,"Tapi juga paham bahwa sekarang Gen Z dan millennial muda, bahkan Gen Alpha adalah demografi terbesar negara ini. Jadi secara nggak langsung, suara kita juga paling penting untuk bisa merubah undang-undang atau kondisi-kondisi lain yang kita ingin rubah dalam jangka waktu dekat. Jadi hal terpenting bagi anak muda adalah, satu, kalian harus mau riset tentang hal-hal yang kalian pedulikan."
00890.wav,"Barengan aja. Barengan aja ya, biar kita tembak-tembakan ya. Iya, asik. Bener-bener. Tapi lu tuh memang karakter lu tuh memang pinter, bro. Jadi maksudnya, kalau orang denger nama Jerome Paulin itu, idenya adalah, wah ini matematika menjadi fun gara-gara anda. Asik. Iya loh, beneran loh. Orang tuh jadi pengen, oh matematika tuh ternyata begini. Dan itu kan lini yang nggak ada kan sebenarnya kan. Lini yang nggak ada. Jadi lu masuk ke tempat..."
00891.wav,"Attention. Attention, karena emang dari SD aku udah bilang jadi bener. Oh, okay. Other than that, business? Business ini ya, aku dari dulu emang pingin bisnis. Karena aku tau, ketika aku mau terjun ke dunia pendidikan, I cannot make money from it. Aku nggak boleh. For me, for me. Aku nggak boleh make money from... Maksudnya gini, ketika aku cari uangnya dari pendidikan, ya aku jadi nggak tulus. Jadi aku berusaha sekarang nih, muda ini,"
00893.wav,"Makanya lu harus ada bisnis yang lain kan? Ya, jadi ya. Tapi kenapa Youtube lu nggak tayangnya ambil yang pasar Jepang sih, pos? Kan duitnya lebih gede. Susah, Om. Kenapa? Ya harus nyesuai lagi kan dari awal. Hmm, karena audio sudah. Karena Youtube aku emang awalnya kan untuk ngajarin bahasa Jepang. Makanya namanya Nihongo, mantap, Om. Nihongo itu bahasa Jepang. Mantap, mantap. Mantap, Om, mantap. Jadi ya emang untuk awalnya ngajarin bahasa Jepang. Sampai sekarang pun, gitu. Jadi meskipun aku formatnya udah beda, aku formatnya vlog dan sebagainya, aku bakal terus..."
00894.wav,"Kayak nyelipin kosa-kata-kosa-kata Jepang atau bahasa-bahasa Jepang yang umum atau yang kepake nih gitu di vlog aku. Okay, let me ask you one thing. For a closing. If your dreams come true, and then you become a minister of education, Bangsat dong. If your dreams come true, you become the minister of education, what is the first thing you're gonna do? Sebenernya itu, ya, sebenernya aku sampe sekarang juga mikir kan, Om. Karena aku gak bisa ngomong untuk di masa depan, karena keadaan juga kita gak tau. Yeah, true."
00896.wav,"Sama gaji guru sih. Nih om, satu yang menarik di Jepang. Temen-temen aku, ya, banyak banget yang kuliahnya kayak engineering gitu, tapi dia ngambil sertifikasi jadi guru. Because it makes money? Karena pas aku nanya mereka, kenapa gitu? Sedangkan temen-temen aku dulu di Indonesia, yang menjadi guru hampir nggak ada gitu. Iya kan? Karena mungkin duitnya kecil. Mereka bilang, karena jadi guru di Jepang itu enak. Nah, kenapa? Ya, stabil hidupnya. Gaji terjamin ya sebenarnya. That's it. That's it, bro. Makanya, kemaiinan. Guru om."
00897.wav,"Bro aja bro, kan gue udah minum ini. Siap, siap, siap bro. Nggak, gue tuh kemarin ngomong di mana gitu ya, tentang hari pahlawan. Terus guru adalah pahlawan tanpa tanda jasa. Gue bilang, gue nggak setuju nih kalau guru dibilang pahlawan tanpa tanda jasa. Kata-kata pahlawan tanpa tanda jasa itu adalah pembenaran saja bahwa mereka bekerja."
00899.wav,"Kalau guru masih mikirin besok makan apa, gimana mau ngajar, gitu. Gimana mau fokus, ngajar, gitu. Sedangkan ini, yang makes me semakin semangat buat jadi Menteri Pendidikan itu, ketika aku SMA, guru PKN-nya ngomong gini, negara yang maju, itu karena adanya pembangunan. Nah pembangunan ini dilakukan oleh manusia, SDM yang berkualitas."
00902.wav,"Mereka sekolah, gak ada atapnya. Jadi sekolah di puing-puingnya tuh, sekolah di depan. Tapi buat mereka, it's one of the most important thing, bos. Yes. Dan akhirnya bisa seperti itu negaranya. Itu sih. Jadi kalau guru aja sejahtera, menurut aku mantep. Dan ini, om, ada kompetisi untuk jadi guru. Kalau guru sejahtera, kalau guru tuh jadi profesi yang terpandang, orang-orang tuh jadi pingin, banyak orang jadi pingin jadi guru, dong. Iya, betul. Nah, banyak orang pingin jadi guru, tapi sedangkan ya..."
00904.wav,"Tapi kalau guru itu udah jadi terpandang, aku pengen jadi dokter, aku pengen jadi guru. Cita-cita gitu ya? Cita-cita. Kualitas guru akan dengas dirinya naik, karena ada kompetisi di situ. That's amazing. Itu sih. You're amazing, bro. I like it. Ya, mudah-mudahan all of your dreams come true, dan kalau lu memang bener-bener jadi menteri pendidikan one day ya, Pak Nadiem juga sekarang udah berusaha sebegian rupa ya, tapi of course we need..."
